job_name,company_name,jd,skills,date_posted,yoe,location,website,job_function,industry,specialization,qualification,hiring_location,role,vacancies
Seo  ( Search Engine Optimizer ),Gift My Emotions,"Position: Seo (Search Engine Optimizer) Experience & Responsibilities: Experience : 2-5 Years3  Years Experience As A Professional Seo With Strong Link Building Experience.Demonstrated Experience Leading Successful Teams To Deliver Rapid Organic Traffic Growth For World-Class Web Properties.Solid Understanding Of Web Development Process And Technologies.Keen Ability To Translate Data To Actionable, Strategic Plans.Experience Creating Seo-Focused Product Requirement Documents.Experience Using Advanced Seo Tools, Reporting & Analytics Tools And Research Platforms To Facilitate Seo Campaign Execution.Proven Track Record With Sample Achievements Of Successful Seo Implementations.Ability To Work In A Collaborative, Team Environment.Well Organized And Timely Completion Of Tasks/Assignments.Passion And Enthusiasm For Search Marketing.Solid Understanding Of Html, Css And Javascript.Experience In E-Commerce.Should Have A High Portfolio Of Seo Done Him/Her So Far.Conversant With Different Seo Tool For Keyword Research, Competitor Research.Has Managed Teams For At Least 3 Yearstargeted Keyword Seo To Bring Targeted Visitors Within A Minimum Time. To Show The Result Within A Week.Manage And Maximize Opportunities To Increase Targeted Traffic To The Website Through A Variety Of Seo Process.Traffic From All Source Of Mediums (Blogs, Feeds , Rss, Comments , Bookmarking , Posts , Web 2.0 Etc).","Css,Javascript,Webdevelopment,Html",Posted 6 Days Ago,3 - 6 Yrs,Gurgaon,http://www.giftmyemotions.com,It Software : Software Products & Services,"Advertising/Pr/Event Management,  Entertainment/Media",Internet/E-Commerce,AnyGraduate,,,
Angular Developer,Electronikmedia Kochi,"Building Top-Notch User Interfaces With Angular.Capability To Develop Websites And Web Apps With All The Latest Technology Trends.Capability To Write Tested And Documented Html, Css, Sass, And Javascript.Capability To Create Designs And Technical Decisions For The Work Related To The Angular Project.Capability To Write Code That Is Lightweight, Well-Optimized, And Provides High Performance.Collaborating With Other Developer Teams To Ensure High-Performance Of Applications.Expert With Typescript.Good Knowledge Of Responsive Web Design.Strong Communication And Interpersonal Skills, Collaborative Team Player.Curiosity To Learn And Grow.","Css,Html,Teamplayer,Javascript",Posted 6 Days Ago,0 - 3 Yrs,Cochin,https://electronikmedia.com/careers.php,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Ui Developer  ( Angular ),Limitless Mobility Solutions Private Limited,"Delivering A Complete Front End Applicationensuring High Performance On Mobile And Desktopwriting Tested, Idiomatic, And Documented Javascript, Html And Csscoordinating The Workflow Between The Graphic Designer, The Html Coder, And Yourselfcooperating With The Back-End Developer In The Process Of Building The Restful Apicommunicating With External Web Services","Css,Mobile,Html,Api,Javascript",Posted 6 Days Ago,0 - 3 Yrs,Noida,http://www.limitlessmobil.com,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Software Developer,Nippon Data System,"Qualification : Bachelors Degree In Computer Science Or Related Fieldcreate Graphical User Interface (Gui) In Angular, Html/Css, Typescript, Scss. The Gui Will Be For An Embedded System Product. This Embedded System Product Is A Common Codeset, Single Sourced, In An Existing Keysight Product And New Products Under Development. Concepts For Guiding The Work Will Be Provided By Keysight. Contractor Will Implement Gui For 3 Targets With Dimensions: 1280400 (2U), 1280768 (4U), And Pc Desktop. Targets Will Run Windows And Linux Operating Systems. The Embedded System Has A Front End (Gui) Back End Architecture, Contractors Work Will Be Completely Contained In The Front End; Keysight Will Co-Develop In The Front End And Provide The Back End. Contractors Employees :Exp :Desired Skills And Experience :Must Know Angular Versions >= 2; Angular Js Or Angular 1 Is Not Sufficient, Familiarity With Angular Material Components Will Be Beneficial, Experience With Gui Styling, Layout, And Designing For Usability Is Necessary, Should Be Familiar With Websockets And Modern C  , Familiarity With The Differences Between Linux And Windows Programmatic Basics. E.G. Filesystem Organization, Deliverables Will Be Gui Implementation, Unit Tests, Developers Testing, And Documentation (In Code, And Confluence Compatible Format).","Css,C,Windows,Linux,Html",Posted 4 Days Ago,0 - 3 Yrs,"Delhi,Delhi",,It Software : Software Products & Services,"Software Services,  Internet/Dot Com/Isp",Software Engineer,AnyGraduate,,,
React Developer,Softpulse Infotech,"Technology : React Native / React Js, Javascript Qualification : M. Sc It / Mca / Be / B.Tech / Bcaexperience : 1-5 Yearswork Location : Surat, Indiaskills : Must Have Working Experience Of Minimum 1 Year In React Technology.Thorough Understanding Of React And Its Core Principlesgood-To Have Experience In Reduxstrong Working Experience In Html, Css, Javascript, And Es6Should Have Working Experience With Node/ Npm And Jsxgood To Have Experience In Optimization Techniquesfamiliarity With Code Versioning Tools Such As Git, Svn, And Mercurial.","Css,Git,Html,Svn,Javascript",Posted Few Days Ago,1 - 5 Yrs,Surat,http://www.softpulseinfotech.com,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,"MCA/PGDCA




BCA(ComputerApplication)",,,
Associate / Sr. Associate Survey Programming,Acuity Knowledge Partners,"Education/ Experience And Skill Requirement Should Have Great Knowledge About Survey Programming And Client Interaction On Email And Calls.Managing Client Project Workload As Per The Team And Resources Available.The Role Would Entail Designing Interactive Surveys Using Decipher Which Involves Scripting The Survey, Customizing And Develop Custom & Advance Feature.Validating The Responses Using Python, Javascript, And Html Tags. Handle Multiple Projects Independently And Deliver Error Free Output.Ensuring All Project Deliverables Are As Per Schedule And Timelines Provided By The Client.Must Be Proactive And Take Initiative To Learn More About Market Research Techniques, Internal Software And Processes.Ability To Mentor Individuals On Technical & Project Management Aspects.Responsibilities Good Communication Skill Written And Verbal.Ability To Program Surveys Using (Decipher).Good Knowledge Of Html, Css, Jquery.Discuss Issues Related To Questionnaires With Clients And Suggest Solutions For The Same.Crisp Communication With Clients And Work As An Interface Between Team And Client Counterpart.Manage Internally Sponsored Benchmarking Initiatives As Well As Take Proactive Steps On Emerging Issues.Assist The Supervisor In Tasks / Assignments Like Developing / Executing New Procedures /Processes, Diagnosis Of Problem / Client Issues, Etc. Upon Request, Participate And Contribute To Review Meetings.Provide Trainings To Junior Team Members And Solve Their Queries Or Problems.Learning New Tools And Technologies As Per The Client, Project Or Organization Needs Help Inimproving Team Efficiencies By Adding Some Automation Or Modules Flexible For Working Inmultiple Time Zones As Per The Client /Project Requirement.","Python,Css,Javascript,Jquery,Html",Posted Few Days Ago,0 - 3 Yrs,Gurgaon,https://www.acuitykp.com,It Software : Software Products & Services,"Financial Services/Stockbroking,  Banking",Software Engineer,AnyGraduate,,,
Angular Developer,Docsvault,"Summarythe Key Responsibilities Of The Angular Developer Will Be To Develop Consistent And Optimized Web Pages As Per The Design Specifications. The Ideal Candidate Should Have Design And Strong Angular Skills And Be Able To Write Robust, Reusable And Cross-Browser Web Pages.Responsibilities And Dutiesdevelop New User-Facing Featuresbuild Responsive Web Pagesbuild Reusable Code Or Librariesoptimize Application For Maximum Speed And Scalabilitycollaborate With Other Team Members And Stakeholdersrequired Experience, Skills And Qualificationsbachelor Or Masters Degree In Computer Science2  Years Experience In Angular 8 Including Rest Service Integration And Routingstrong Knowledge Of Html5 And Jsexperience With Agile Methodologiesability To Contribute And Work In A Team Setting","Rest,Html5,Angulardeveloper",Posted 4 Days Ago,2 - 5 Yrs,Vadodara,https://www.docsvault.com/careers/,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Angular Js  Node Js  React Js,Ashriya Infotech Pvt Ltd.,"Keyskills:Create And Implement Restful Serviceswork As A Team To Deliver A Complete User Experienceensure The Quality Of Coderesponsible To Change Requests And Feature Requestsexperience In Developing Web Apps Using Html5, Angular.Js, Node.Jshaving Exp In Node Js, React Js, Angular Js, Javascript","Node.Js,Html5,Javascript",Posted 5 Days Ago,2 - 4 Yrs,Mohali,http://www.ashriyainfotech.co.in,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Ionic Developer,Mycityahmedabad,"A Software Development Companysarkhejionic Developer (Ps-1964-S4)Pro Ciency With Javascript And Html5, Css3 To Create Responsive Web Layouts.Professional, Precise Communication Skills.Knowledge Of Ionic Practices And Commonly Used Modules Based On Extensive Work Experience.Experience In Designing And Maintaining Database Such As Mysql.Job Timing : Full-Time.Salary: 30000/- To 35000/-Pm","Database,Html5,Mysql,Javascript",Posted 6 Days Ago,0 - 3 Yrs,Ahmedabad,http://www.mycityahmedabad.com,It Software : Software Products & Services,Consulting Services,Software Engineer,AnyGraduate,,,
Ui / Ux Developer,Nishta Nextgen Solutions India Pvt Ltd,"We Are Seeking An Aspirant Lead Front-End Engineer To Work Collaboratively With A Highly Talented Cross-Functional Team Of Developers To Create A Best-In-Class Front-End Experience. The Ideal Candidate Takes Pride In Experimenting, Breaking Things Fast, Only So You Can Learn From It And Then Go Knock Yourself Out To Unleash Your Creative Side. In Business, There Is Nothing More Valuable Than A Technical Advantage Your Competitors Don- T Understand. Hence You Need To Know That The Recipe For Grea","React.Js,Css,Html,Javascript",Posted 6 Days Ago,4 - 7 Yrs,Hyderabad,https://ngstek.com/careers,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Web Ui Developer  ( Angular ),Ion Trading India Pvt. Ltd.,"Responsibilitiesyou Will Build Applications That Push The Envelope When It Comes To Throughput, Latency, Resiliency, All The While Making Sure That We Deliver On-Time And Within Budget.Required Skills And Experience- 5  Years Of Commercial-Grade Web/Front-End Development Experience- Strong Experience In Javascript, Ideally Es6 Or Es7, Building Single Page Web Applications With Modern Frameworks, Preferably Using Angular- Solid Skills In Html5 And Css3- Knowledge Of The Agile Development Methodology- Strong Interpersonal And Organizational Skills- Knowledge Of And Strong Demonstrated Interest In Global Financial Markets And Financial Products Is A Strong Plus- Bachelors Or Masters In Computer Science, Engineering, Physics, Math Or Related Work Experience","Html5,Javascript,Softwareengineering",Posted 6 Days Ago,5 - 8 Yrs,,https://iongroup.com/,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Html / Css  ( Web Designer ),Atlas Soft Web Pvt.Ltd,"Experience - Fresher (With Training) To 1.5 Years: Proficient In Html, Css, Javascript, Jquery, Bootstrap.Conceptualizing New Ideas And Creative Visualization.Good Learning Skills And Adaptability To The Environmentable To Work Under Tight Deadlinesfresher Who Have Completed Their Web Designing Course.","Css,Html,Bootstrap,Webdesigning,Javascript,Jquery",Posted 5 Days Ago,0 - 2 Yrs,Ahmedabad,https://www.atlassoftweb.com/atlas-careers/,It Software : Software Products & Services,It-Software,Software Engineer,AnyGraduate,,,
Html / Css Designer,Zobello.Com,"Designation: Html/Css Designerlocation: Zobello , New Delhi, India Zobello Is Seeking A Html/Css Designer Who Has Worked In The E-Commerce Industry. What We Are Looking Out For: Fluency In Html5/Xhtml, Css.Strong Knowledge Of Image Editing Tools (Photoshop/Fireworks).Cross-Browser/Cross-Platform Development.Understanding Of Web Standards.Familiar With Design Best Practice For Layouts, Typography And Usability.Experience In Modern Web Techniques And Responsive Design.Good Attention To Detail.Knowledge Of Javascript, Jquery, Bootstrap.Knowledge Of Responsive Design.What We Would Like You To Do: Translate Mock Up Photoshop/Fireworks Images To Codedevelop Pixel Perfect Pages That Meet Design Requirements.Text To Html Conversion.Keep The Site Up-To-Date With The Latest Web Technologies.Manage Scalable And Cross-Browser Code Across The Site.Keep Consistency Of User Experience Design.Completing Day To Day Html/Css Tasks.","Css,Html5,Bootstrap,Javascript,Jquery,Webtechnologies,Html",Posted 6 Days Ago,2 - 7 Yrs,"Delhi,Delhi",http://www.zobello.com,It Software : Software Products & Services,"Apparel/Garments,  Manufacturing/Industrial",Software Engineer,AnyGraduate,,,
Html / Css Developer,Linksture Technologies,"Must Have Hands Of Experience With Html5, Css3, Bootstrap, Jquery, Javascript And Jquery Mobile.Must Have Good Knowledge Of Responsive Layout Design And Integration.Good Understanding Of Web Design Standards, W3C Standards And Seo Best Practices.Experience In Psd To Responsive Theme Development.Good Understanding Of Magento And Wordpress Architecture And Functionality.","Html5,Wordpress,Jquerymobile,Bootstrap,Jquery,Javascript,Cssdeveloper,Html,Magento",Posted Few Days Ago,2 - 5 Yrs,Ahmedabad,http://www.linksture.com/,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Web Designer  /  Css Expert,Red Symbol Technologies Pvt. Ltd.,"Vacancies: 1Package: Will Be Based On Qualification & Experiencelocation: Jaipur:Candidate Should Have Sound Knowledge Of Particularly Design Programs Such As Indesign, Photoshop, Acrobat, Director, Dreamweaver And Flash; Web Graphic Design, Illustration Tools, Multimedia Content Development, Understanding Browser Capabilities, Internet Presence, .","Indesign,Dreamweaver,Multimedia,Director,Photoshop,Illustration,Flash",Posted 6 Days Ago,0 - 3 Yrs,Jaipur,http://www.redsymboltechnologies.com,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Graphic Designing/Animation/Web Designing,AnyGraduate,,,
Front End Developer  ( Html Css ),Spark Eighteen,"Front End Developer (Html Css) Delhi We Are Looking For Software Development Engineer For Frontend Team Who Is Results-Oriented, Data Driven, Innovative And Passionate At Creating Comprehensive Customer Engagement Solutions. As A Frontend Web Developer, You Will Participate In Transforming Business Goals Into Compelling, Usable, And Media-Rich Interactive Experiences.The Role While Having A Good Eye For Design Is Important, The Primary Role Will Be To Code And Test Html And Css Snippets And Content In Our Enterprise System, Which Generates Custom Output For Use In Websites. Each Of These Output Channels Require A Keen Eye And A Focus On Consistency, Testing, And Cross-Browser And Device Support. A Typical Day Will Involve Working With Graphic Designers And Key Stakeholders To Transform Content Ideas Into Working Html And Css That Is Compatible With Our Software And That Meets Our End-Use Display And Compatibility Requirements.Responsibilities: Apply Advanced Html And Css Coding Abilities For A Clean And Widely Compatible Work Productunderstanding Of Css Pre-Processing, Such As Less Or Sassexperience Working With Different Image And Output Formats To Optimize Output Size And Performancebuild Reusable Code And Libraries For Future Use.Ensure The Technical Feasibility Of Ui/Ux Designsensure Cross-Browser Compatibility And Cross-Platform Compatibilityoptimize The Code To Render A Responsive Web-Pageuse Latest Tools To Test The Page Performance And Identify Scope Of Improvementqualification & Skillset: Proficient In Web Markup, Including Html5, Css3Proficient Understanding Of Javascript Frameworks Including Jquerygood Understanding Of Seo Principles And Ensuring That Application Will Adhere To Them.Good Understanding Of Server-Side Css Pre-Processing Platforms, Such As Less And Sassmust Be A Self-Starter With Ability To Work With Minimal Supervision","Css,Html5,Javascript,Jquery,Webdeveloper,Html",Posted 6 Days Ago,0 - 3 Yrs,"Delhi,Delhi",https://www.sparkeighteen.com/careers/,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Manager -Sr. Manager- Operations - Css,Busisol Sourcing India Pvt. Ltd,": Post Manager -Sr. Manager- Operations - Css A: Expectations Contribution To Strategy And Organizational Development Initiatives To Achieve 150 Crores In Next Three Years . Technological Up Gradation, Automation And Capacity Expansion On Global Scale . Responsible For Existing Product Group  Coil Spring , And Spiral Manufacturing To Lead The Team For Implementation Of Various Operational Excellence Initiatives Like Lean,Six Sigma, Kaizen, Leading To Business Excellence. 5. Contribute Significantly In Employee Satisfaction And Customer Satisfaction. B: Qualification Be / M.E (Mechanical) With An Mba (Operations) Both From Reputed Institutes. C: Experience 1. Minimum 10 Years Experience, Out Of Which 7 Years Of Proven Track Record At Top Management Level In A Fast Growing World Class Engineering Organization, 3 Years At Agm . 2. Exposure To Operations, Manufacturing , Sales And Marketing And Support Functions Is A Must In Engineering Industry D: Skills: 1) Technical : 2) Managerial : Knowledge Of Latest Trends In Operations Management Implementation Of Kaizen And Lean Manufacturing . Exposure To Blanking And Cnc Machining Is Must . Team Player With Proven Leadership Qualities. Strategic Planning And Implementation Capabilities. Strong Analytical And Creative Skills. Customer, Quality And People Orientation Change Management Skills . 2) Others Excellent Contacts With External Agencies . E: Age 30  40Years . F: Location G: Reporting To Executive Director H: Preferred Ind. / Segment Auto Component Industry","Capacityexpansion,Lean,Manufacturing,Cnc,Operationalexcellence,Implementation,Kaizen,Leanmanufacturing",Posted 6 Days Ago,10 - 13 Yrs,Mumbai,,It Software : Software Products & Services,"Recruitment/Placement Agencies,  Consulting Services",Production/Manufacturing/Maintenance,AnyGraduate,,,
Ui Developer-Javascript /  Html5  / Css,Stintlief Technologies,"As A Front-End Developer You Would Be Responsible For Developing Front-End Web Solutions Using Angularjs, React, Reat Native, Backbone, Html5, Vanilla Javascript, Jquery, Css And Mobile Cross Browser Frameworks Like Ionic, Jquery Mobile, Senchatouch, Kendo-Ui, Phonegap, Titanium.Your Approach As A Front-End Developer Should Be A Mobile-First Design Approach.","Css,Html5,Jquerymobile,Mobile,Phonegap,Angularjs,Javascript,Jquery",Posted 6 Days Ago,2 - 3 Yrs,Noida,https://stintlieftechnologies.com/careers,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
Ui Developer - Html / Css / Javascript / Angularjs,Mspring Infotech India Private Limited,"Ui Developer - Html/Css/Javascript/Angularjs It/Software 1 - 7 Yrskeyskills : Javascript, Jquery, Css, Html, Ui Development, Ajax, Html5, Angularjs, Json, Mysql , Backbone.Js, Lab.Js, Underscore.Js, Css3, Java Script, Angular Js, Jsp : - Web Ui Development (Html5/Css3, Javascript, Jsp, Jquery, Ajax Concepts, Single Page Application Development, Js Frameworks/Libraries ), Apache Or Any Web Server - Work Experience In Angular Js - Good Knowledge In Java Script (Any Mvc/Mvp Framework, Jquery) - Understanding Of Mvc Design Patterns - Deep Understanding Of Dom, Xml, And Json - Should Be Very Good In Html5 And Css3 - Should Have Good Knowledge In Any One Of The Server Side Technologies Such As Php, Jsp,Servlets - Knowledge On Web 2.0 Techniques, Such As Cross-Domain Ajax, Json, Rich Client Toolkits - Basic Database Knowledge Such As Oracle / Mysql - Knowledge In Cross-Browser And Multi-Device Compatibility. - Experience In Developing Web Applications - Localization, Date-Time Conversion - Knowledge Of Js Libraries Like Backbone.Js, Lab.Js, Underscore.Js, Etc. - Experience With Functional Plugins Like File Uploader, Pdf Generation, Ui Side Validation, Etc. - Experience With Web Performance, Such As Java Script Compression, Caching - Experience With Social Networking Apis And Design Trends, Such As Face Book, Twitter, Google - Good Analytical, Problem Solving And Debugging Skills.","Css,Html5,Jsp,Ajax,Jquery,Backbone.Js,Database,Java,Apache,Xml,Json,Debugging,Html,Mysql,Mvc,Oracle,Problemsolving,Javascript,Servlets,Php,Angularjs",Posted 6 Days Ago,1 - 7 Yrs,Hyderabad,http://www.mspringinfotech.com,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
"Frontend Developer  ( React ,  Angular ,  Html / Css )",Cibirix Digital Media,"Frontend Developer (React, Angular, Html/Css) 2-5 Yearsbe/ B. Tech/ Mca/ Ms- It/ Csjob Description: We Are Looking For A Proficient React.Js Developer. Your Primary Focus Will Be On Developing Ui Components And Implementing Them According To The Coding And Workflow Standards Of React.Js . You Will Ensure That These Components And The Overall Application Are Robust And Easy To Maintain. You Will Coordinate With The Rest Of The Team Working On Different Layers Of The Infrastructure. Therefore, A Collaborative Approach With Problem Solving Is Important.Responsibilities: Developing New User-Facing Features Using React.Jsbuilding Reusable Components And Front-End Libraries For Future Usetranslating Designs And Wireframes Into High Quality Codeoptimizing Components For Maximum Performance Across A Vast Array Of Web-Capable Devices And Browserstechnical Skills: Strong Proficiency In Javascript, Including Dom Manipulation And The Javascript Object Modelthorough Understanding Of React.Js And All The Coding Standardsknowledge Of Ecma Script And React.Js Workflowsexperience With Data Structure Libraries (E.G., Immutable.Js)Cognizance In Restful Apisknowledge Of Modern Authorization Mechanisms, Such As Json Web Tokenfamiliarity With Modern Front-End Build Pipelines And Toolsoptimized And Scalable Codingskill With Versioning Tools Such As Gitbetter If Skilled With Web Gl And Graphics","Rest,Css,Problemsolving,Graphics,Javascript,React.Js,Git,Infrastructure,Json,Html,Technicalskills",Posted 6 Days Ago,2 - 5 Yrs,Indore,https://www.cibirix.com/careers,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,AnyGraduate,,,
"Ui Developer - Javascript ,  Jquery ,  Css ,  Html",Infinity Business Solutions Pvt Ltd,"Posted On:29-Oct-2015Ui Developer - Javascript, Jquery, Css, Html Location: Bangaloreexperience: 3 - 8 Yrsprimary Skills - Jquery, Javascript, Css, Html, Mysql, Xmllooking For Candidates With Lesser Notice Period, Prefer Bangalore Based Candidates.We Are Looking For A Ui Developer With Proven Interests And Capabilities In The Design And Development Of Engaging User Interfaces. The Ideal Candidate Will Thrive In A Work Environment That Requires Strong Problem Solving Skills And Independent Self-Direction, Coupled With An Aptitude For Team Collaboration And Open Communication. A Thorough Understanding Of Contemporary User-Centered Design Methodologies Is A Must.Main Responsibilitiesoverall Responsibility For Understanding A Users Brief And Converting That Into Intuitive User Interfacescapable Of Working Directly With Users In An Iterative/Agile Manner To Dramaticallyimprove The Prototypes In A Short Timeexecute All Visual Design Stages From Concept To Finalpresent And Defend Designs And Key Milestone Deliverablesestablish And Promote Design Guidelines, Best Practices And Standardsconceptual Understanding Of User Interface Design And The Design Process.Excellent Time-Management, Multi-Tasking, And Communication Skills. Capable Of Handling Multiple Projects And Related Complexities At The Same Time.Desired Skills And Experienceskillsessential Skills: Html5, Css3, Javascript, Jquery, Angularjs, Knockoutjs , Basic Knowledge In Php, Mysql And Wordpress.Design Tools: Sound Knowledge In Adobe Photoshop. Awareness Of Illustrator Is An Added Advantage.Coding Tools: Dreamweaver, Eclipse, Sublime Text2, Textmate, Coda,.Desirable Skills: Jquerymobile, Phonegap, Table-Less Coding, Twitter Bootstarp, Mobile App-Framework, Cross Browser Compatibility, Nodejs Basics, W3C Strict Compilation, Xhtmlexperiencea Minimum Of 2 Years Of Formal Professional Experience As A Ui Developer.Solid Portfolio Demonstrating Design Savvy.Good Eye For Aesthetics: Layout, Grid Systems, Color Theory And Typography.Understanding Of The Limitations Of Web And Mobile, With Approaches/Ideas To Flex Those Boundariesformal Education In Interaction Design (Bachelor'S/Master'S/Diploma) Is A Definite Plusrequired Skills And Experienceindustry: It/Computers-Softwarerole: Ui Developerkey Skills : Javascript, Oojs, Js Frameworks, Angular Js, Css, Htmleducation : B.Sc/B.Com/M.Sc/Mca/B.E/B.Techemail Id: Jobs@Augustainfotech.Com","Javascript,Jquery,Css,Html,Mysql,Css,Html5,Wordpress,Jquery,Xml,Mysql,Phonegap,Oojs,Mobile,Problemsolving,Knockoutjs,Javascript,Eclipse,Php,Angularjs",Posted Few Days Ago,3 - 8 Yrs,Bengaluru,https://ibsforyou.com/job-openings/,It Software : Software Products & Services,"It-Hardware/Networking,  Telecom",Software Engineer,"MCA/PGDCA,M.Sc.(Science)




BE/B.Tech(Engineering)",,,
"Lead Infosec Officer ,  Css Compliance Var",Amazon India Pvt Ltd,"Lead Infosec Officer, Css Compliance Var Job Id: 2427434 | Amazon Pay (India) Private Limiteddescription In Compliance With Regulatory Requirements, And In Alignment With Business Teams, Infosec Implemented The Office Of Chief Information Security Officers (Office Of Ciso) In Select Regions. Lead Information Security Officers Have Varying Scope Of Responsibility In Each Region, Depending On The Nature Of Regulatory Licenses To Be Maintained, Number Of Regulators, The Number Of Systems And Teams In Scope (Blast Radius Of Regulatory Compliance), And The Degree Of Stringency The Local Regime Places On Security And Data Protectionwe Are Seeking An Experienced, Self-Motivated Lead Information Security Officer With Strong Security And Compliance Background. This Candidate Will Be An Innovative And Forward Thinking Individual Who Possess In-Depth Knowledge And Will Be Identifying Information Security Compliance Risks, Drive Security Governance, Security Assurance And Risk Management Efforts, Manage Regional Regulatory Compliance And Contribute To Emerging Regulations And Technology Standards Globally, Partnering With Security Experts Of Global Amazon Information Security Teams. Your Work Directly Impacts Customers Trust In Amazon By Providing Secure, Robust, And Reliable Payment Services.Responsibilities:- Positively Impact How Amazon Builds, Consumes And Operate Software Securely And In Compliance With Standards And Regulations- Contribute On Emerging Regulations And Technology Standards Joining Forces With Aws, Public Policy Team And Others, Making Amazon Consumer Orgs Voice Heard In The Relevant Forums- Communicate Clearly And Effectively To Executive Management On The Plans, Status And Critical Issues. Escalate Urgent Issues Appropriately And Driving Them To Closure In A Timely Manner- Oversight On Remediation Programs Impacting Regulated Region (S) Being Supported- Be Recognized As Thought Leader In Regulatory Security Compliance And Security Best Practices/Standards- Represents Security Posture Of Regulated Entities, In External Regulatory Audits- Review Implementation Of Security Best Practices And Standards, Drive Continuous Improvements- Influence Security Control Assessment Automation Efforts, For Security And Compliance At Scale.- Skilled In Security Risk Analysis And Making Complex Business/Risk Trade-Off Recommendations And Decisions- Maintaining C-Level Relationships With Peers, Stakeholders, Boardrooms, And/Or Customers, Often Becoming The Trusted Advisor. Also, Create And Maintain A Trusted Relationship With Regulators And Industry Forumswe Are Open To Hiring Candidates To Work Out Of One Of The Following Locations:Bangalore, Ka, Ind | Gurugram, Hr, Indbasic Qualifications - Bachelor'S Degree In Computer Science, Engineering Or Related Discipline Or Equivalent Experience- Minimum 15 Years Of Experience In Complex Enterprises In Multiple Industry Verticals, Across A Wide Range Of Technology Platforms And Security Solutions- Familiarity With Common Attack Patterns, Exploitation Techniques And Remediation Techniques Will Be Plus- Experience With Service-Oriented Architectures, Private And Public Clouds And Web Services Security.- Excellent Communication, Work Prioritization And Analytical Skills.- Result Oriented, High Energy, Self-Motivated- Strong Skills In Security Principles Such As Least Privilege Access, Defense In Depth, Preventative Vs Detective Controls,Preferred Qualifications - Have A Record Of Delivery Of Large Scale Security Programs And/Or Technology Solutions For Major Tech Companies.- Cissp, Ccsp, Cism, And/Or Other Comparable Certifications Preferred.- Aws Certified Professional Preferred.- Work Ethic Based On A Strong Desire To Exceed Expectations. Experience Working Successfully In A Very Fast-Paced, Results-Oriented Environment.- Knowledge Of Technology And Payment Industry Trends- Senior-Level Written And Verbal Communication Skills- Ability To Communicate Effectively With Both Technical And Non-Technical Stakeholders Across Multiple Business Unitsjob Detailsind, Ka, Bangaloreind, Hr, Gurugramstores Securityproject/Programme/Product Management--Non-Tech","Informationsecurity,Compliance,Riskmanagement,Securitygovernance,Securityassurance,Securitycompliance,Css,Cism",Posted Few Days Ago,15 - 18 Yrs,Bengaluru,http://www.amazon.in,It Software : Software Products & Services,"Consumer Durables/Fmcg,  Warehousing",Printing,BE/B.Tech(Engineering),,,
